contrast,left_model,left_prompt_family,left_run,major_distribution_distance,question_hash,right_model,right_prompt_family,right_run
different_model_different_prompt_family,qwen2.5-7b-instruct,same_definition,P4_same_definition_qwen25_7b_seed42,0.46,a8ec159ddb55,qwen3.5-plus,same_elimination,P4_same_elimination_qwen35_plus_seed42
different_model_different_prompt_family,qwen3.5-plus,same_definition,P4_same_definition_qwen35_plus_seed42,0.0,a8ec159ddb55,deepseek-chat,same_elimination,P4_same_elimination_deepseek_chat_seed42
different_model_different_prompt_family,qwen3.5-plus,same_definition,P4_same_definition_qwen35_plus_seed42,0.20000000000000004,a8ec159ddb55,gemini-2.5-flash-lite,same_elimination,P4_same_elimination_gemini_flash_lite_seed42
different_model_different_prompt_family,qwen3.5-plus,same_definition,P4_same_definition_qwen35_plus_seed42,0.39999999999999997,a8ec159ddb55,gpt-4o-mini,same_elimination,P4_same_elimination_gpt4omini_seed42
different_model_different_prompt_family,qwen3.5-plus,same_definition,P4_same_definition_qwen35_plus_seed42,0.6,a8ec159ddb55,qwen2.5-7b-instruct,same_elimination,P4_same_elimination_qwen25_7b_seed42
same_model_different_prompt_family,qwen3.5-plus,same_definition,P4_same_definition_qwen35_plus_seed42,0.20000000000000004,a8ec159ddb55,qwen3.5-plus,same_elimination,P4_same_elimination_qwen35_plus_seed42
different_model_same_prompt_family,deepseek-chat,same_elimination,P4_same_elimination_deepseek_chat_seed42,0.20000000000000004,a8ec159ddb55,gemini-2.5-flash-lite,same_elimination,P4_same_elimination_gemini_flash_lite_seed42
different_model_same_prompt_family,deepseek-chat,same_elimination,P4_same_elimination_deepseek_chat_seed42,0.39999999999999997,a8ec159ddb55,gpt-4o-mini,same_elimination,P4_same_elimination_gpt4omini_seed42
different_model_same_prompt_family,deepseek-chat,same_elimination,P4_same_elimination_deepseek_chat_seed42,0.6,a8ec159ddb55,qwen2.5-7b-instruct,same_elimination,P4_same_elimination_qwen25_7b_seed42
different_model_same_prompt_family,deepseek-chat,same_elimination,P4_same_elimination_deepseek_chat_seed42,0.20000000000000004,a8ec159ddb55,qwen3.5-plus,same_elimination,P4_same_elimination_qwen35_plus_seed42
different_model_same_prompt_family,gemini-2.5-flash-lite,same_elimination,P4_same_elimination_gemini_flash_lite_seed42,0.6000000000000001,a8ec159ddb55,gpt-4o-mini,same_elimination,P4_same_elimination_gpt4omini_seed42
different_model_same_prompt_family,gemini-2.5-flash-lite,same_elimination,P4_same_elimination_gemini_flash_lite_seed42,0.8,a8ec159ddb55,qwen2.5-7b-instruct,same_elimination,P4_same_elimination_qwen25_7b_seed42
different_model_same_prompt_family,gemini-2.5-flash-lite,same_elimination,P4_same_elimination_gemini_flash_lite_seed42,0.0,a8ec159ddb55,qwen3.5-plus,same_elimination,P4_same_elimination_qwen35_plus_seed42
different_model_same_prompt_family,gpt-4o-mini,same_elimination,P4_same_elimination_gpt4omini_seed42,0.4,a8ec159ddb55,qwen2.5-7b-instruct,same_elimination,P4_same_elimination_qwen25_7b_seed42
different_model_same_prompt_family,gpt-4o-mini,same_elimination,P4_same_elimination_gpt4omini_seed42,0.6000000000000001,a8ec159ddb55,qwen3.5-plus,same_elimination,P4_same_elimination_qwen35_plus_seed42
different_model_same_prompt_family,qwen2.5-7b-instruct,same_elimination,P4_same_elimination_qwen25_7b_seed42,0.8,a8ec159ddb55,qwen3.5-plus,same_elimination,P4_same_elimination_qwen35_plus_seed42
different_model_same_prompt,gpt-4o-mini,same_prompt,P4_same_prompt_gpt4omini_seed42,0.4,a8ec159ddb55,qwen3.5-plus,same_prompt,P4_same_prompt_qwen35_plus_seed42
different_model_same_prompt_family,deepseek-chat,mixed_strategy,P4_mixed_strategy_deepseek_chat_seed42,0.4600000000000001,557a0c8a62f6,gemini-2.5-flash-lite,mixed_strategy,P4_mixed_strategy_gemini_flash_lite_seed42
different_model_same_prompt_family,deepseek-chat,mixed_strategy,P4_mixed_strategy_deepseek_chat_seed42,0.6000000000000001,557a0c8a62f6,gpt-4o-mini,mixed_strategy,P4_mixed_strategy_gpt4omini_seed42
different_model_same_prompt_family,deepseek-chat,mixed_strategy,P4_mixed_strategy_deepseek_chat_seed42,0.7999999999999999,557a0c8a62f6,qwen2.5-7b-instruct,mixed_strategy,P4_mixed_strategy_qwen25_7b_seed42
different_model_same_prompt_family,deepseek-chat,mixed_strategy,P4_mixed_strategy_deepseek_chat_seed42,0.52,557a0c8a62f6,qwen3.5-plus,mixed_strategy,P4_mixed_strategy_qwen35_plus_seed42
same_model_different_prompt_family,deepseek-chat,mixed_strategy,P4_mixed_strategy_deepseek_chat_seed42,0.0,557a0c8a62f6,deepseek-chat,same_definition,P4_same_definition_deepseek_chat_seed42
different_model_different_prompt_family,deepseek-chat,mixed_strategy,P4_mixed_strategy_deepseek_chat_seed42,0.45999999999999996,557a0c8a62f6,gemini-2.5-flash-lite,same_definition,P4_same_definition_gemini_flash_lite_seed42
different_model_different_prompt_family,deepseek-chat,mixed_strategy,P4_mixed_strategy_deepseek_chat_seed42,0.6599999999999999,557a0c8a62f6,gpt-4o-mini,same_definition,P4_same_definition_gpt4omini_seed42
different_model_different_prompt_family,deepseek-chat,mixed_strategy,P4_mixed_strategy_deepseek_chat_seed42,0.8,557a0c8a62f6,qwen2.5-7b-instruct,same_definition,P4_same_definition_qwen25_7b_seed42
different_model_different_prompt_family,deepseek-chat,mixed_strategy,P4_mixed_strategy_deepseek_chat_seed42,0.4,557a0c8a62f6,qwen3.5-plus,same_definition,P4_same_definition_qwen35_plus_seed42
same_model_different_prompt_family,deepseek-chat,mixed_strategy,P4_mixed_strategy_deepseek_chat_seed42,0.8,557a0c8a62f6,deepseek-chat,same_elimination,P4_same_elimination_deepseek_chat_seed42
different_model_different_prompt_family,deepseek-chat,mixed_strategy,P4_mixed_strategy_deepseek_chat_seed42,0.6599999999999999,557a0c8a62f6,gemini-2.5-flash-lite,same_elimination,P4_same_elimination_gemini_flash_lite_seed42
different_model_different_prompt_family,deepseek-chat,mixed_strategy,P4_mixed_strategy_deepseek_chat_seed42,0.8,557a0c8a62f6,gpt-4o-mini,same_elimination,P4_same_elimination_gpt4omini_seed42
different_model_different_prompt_family,deepseek-chat,mixed_strategy,P4_mixed_strategy_deepseek_chat_seed42,0.8,557a0c8a62f6,qwen2.5-7b-instruct,same_elimination,P4_same_elimination_qwen25_7b_seed42
different_model_different_prompt_family,deepseek-chat,mixed_strategy,P4_mixed_strategy_deepseek_chat_seed42,0.4,557a0c8a62f6,qwen3.5-plus,same_elimination,P4_same_elimination_qwen35_plus_seed42
different_model_same_prompt_family,gemini-2.5-flash-lite,mixed_strategy,P4_mixed_strategy_gemini_flash_lite_seed42,0.6,557a0c8a62f6,gpt-4o-mini,mixed_strategy,P4_mixed_strategy_gpt4omini_seed42
different_model_same_prompt_family,gemini-2.5-flash-lite,mixed_strategy,P4_mixed_strategy_gemini_flash_lite_seed42,0.5999999999999999,557a0c8a62f6,qwen2.5-7b-instruct,mixed_strategy,P4_mixed_strategy_qwen25_7b_seed42
different_model_same_prompt_family,gemini-2.5-flash-lite,mixed_strategy,P4_mixed_strategy_gemini_flash_lite_seed42,0.31999999999999995,557a0c8a62f6,qwen3.5-plus,mixed_strategy,P4_mixed_strategy_qwen35_plus_seed42
different_model_different_prompt_family,gemini-2.5-flash-lite,mixed_strategy,P4_mixed_strategy_gemini_flash_lite_seed42,0.4600000000000001,557a0c8a62f6,deepseek-chat,same_definition,P4_same_definition_deepseek_chat_seed42
same_model_different_prompt_family,gemini-2.5-flash-lite,mixed_strategy,P4_mixed_strategy_gemini_flash_lite_seed42,0.45999999999999996,557a0c8a62f6,gemini-2.5-flash-lite,same_definition,P4_same_definition_gemini_flash_lite_seed42
different_model_different_prompt_family,gemini-2.5-flash-lite,mixed_strategy,P4_mixed_strategy_gemini_flash_lite_seed42,0.45999999999999996,557a0c8a62f6,gpt-4o-mini,same_definition,P4_same_definition_gpt4omini_seed42
different_model_different_prompt_family,gemini-2.5-flash-lite,mixed_strategy,P4_mixed_strategy_gemini_flash_lite_seed42,0.6,557a0c8a62f6,qwen2.5-7b-instruct,same_definition,P4_same_definition_qwen25_7b_seed42
different_model_different_prompt_family,gemini-2.5-flash-lite,mixed_strategy,P4_mixed_strategy_gemini_flash_lite_seed42,0.4,557a0c8a62f6,qwen3.5-plus,same_definition,P4_same_definition_qwen35_plus_seed42
different_model_different_prompt_family,gemini-2.5-flash-lite,mixed_strategy,P4_mixed_strategy_gemini_flash_lite_seed42,0.4,557a0c8a62f6,deepseek-chat,same_elimination,P4_same_elimination_deepseek_chat_seed42
same_model_different_prompt_family,gemini-2.5-flash-lite,mixed_strategy,P4_mixed_strategy_gemini_flash_lite_seed42,0.45999999999999996,557a0c8a62f6,gemini-2.5-flash-lite,same_elimination,P4_same_elimination_gemini_flash_lite_seed42
different_model_different_prompt_family,gemini-2.5-flash-lite,mixed_strategy,P4_mixed_strategy_gemini_flash_lite_seed42,0.6,557a0c8a62f6,gpt-4o-mini,same_elimination,P4_same_elimination_gpt4omini_seed42
different_model_different_prompt_family,gemini-2.5-flash-lite,mixed_strategy,P4_mixed_strategy_gemini_flash_lite_seed42,0.6,557a0c8a62f6,qwen2.5-7b-instruct,same_elimination,P4_same_elimination_qwen25_7b_seed42
different_model_different_prompt_family,gemini-2.5-flash-lite,mixed_strategy,P4_mixed_strategy_gemini_flash_lite_seed42,0.26,557a0c8a62f6,qwen3.5-plus,same_elimination,P4_same_elimination_qwen35_plus_seed42
different_model_same_prompt_family,gpt-4o-mini,mixed_strategy,P4_mixed_strategy_gpt4omini_seed42,0.19999999999999987,557a0c8a62f6,qwen2.5-7b-instruct,mixed_strategy,P4_mixed_strategy_qwen25_7b_seed42
different_model_same_prompt_family,gpt-4o-mini,mixed_strategy,P4_mixed_strategy_gpt4omini_seed42,0.28,557a0c8a62f6,qwen3.5-plus,mixed_strategy,P4_mixed_strategy_qwen35_plus_seed42
different_model_different_prompt_family,gpt-4o-mini,mixed_strategy,P4_mixed_strategy_gpt4omini_seed42,0.6000000000000001,557a0c8a62f6,deepseek-chat,same_definition,P4_same_definition_deepseek_chat_seed42
different_model_different_prompt_family,gpt-4o-mini,mixed_strategy,P4_mixed_strategy_gpt4omini_seed42,0.14000000000000007,557a0c8a62f6,gemini-2.5-flash-lite,same_definition,P4_same_definition_gemini_flash_lite_seed42
same_model_different_prompt_family,gpt-4o-mini,mixed_strategy,P4_mixed_strategy_gpt4omini_seed42,0.19999999999999996,557a0c8a62f6,gpt-4o-mini,same_definition,P4_same_definition_gpt4omini_seed42
different_model_different_prompt_family,gpt-4o-mini,mixed_strategy,P4_mixed_strategy_gpt4omini_seed42,0.19999999999999998,557a0c8a62f6,qwen2.5-7b-instruct,same_definition,P4_same_definition_qwen25_7b_seed42
different_model_different_prompt_family,gpt-4o-mini,mixed_strategy,P4_mixed_strategy_gpt4omini_seed42,0.74,557a0c8a62f6,qwen3.5-plus,same_definition,P4_same_definition_qwen35_plus_seed42
different_model_different_prompt_family,gpt-4o-mini,mixed_strategy,P4_mixed_strategy_gpt4omini_seed42,0.2,557a0c8a62f6,deepseek-chat,same_elimination,P4_same_elimination_deepseek_chat_seed42
different_model_different_prompt_family,gpt-4o-mini,mixed_strategy,P4_mixed_strategy_gpt4omini_seed42,0.19999999999999996,557a0c8a62f6,gemini-2.5-flash-lite,same_elimination,P4_same_elimination_gemini_flash_lite_seed42
same_model_different_prompt_family,gpt-4o-mini,mixed_strategy,P4_mixed_strategy_gpt4omini_seed42,0.19999999999999998,557a0c8a62f6,gpt-4o-mini,same_elimination,P4_same_elimination_gpt4omini_seed42
different_model_different_prompt_family,gpt-4o-mini,mixed_strategy,P4_mixed_strategy_gpt4omini_seed42,0.19999999999999998,557a0c8a62f6,qwen2.5-7b-instruct,same_elimination,P4_same_elimination_qwen25_7b_seed42
different_model_different_prompt_family,gpt-4o-mini,mixed_strategy,P4_mixed_strategy_gpt4omini_seed42,0.4,557a0c8a62f6,qwen3.5-plus,same_elimination,P4_same_elimination_qwen35_plus_seed42
different_model_same_prompt_family,qwen2.5-7b-instruct,mixed_strategy,P4_mixed_strategy_qwen25_7b_seed42,0.2799999999999999,557a0c8a62f6,qwen3.5-plus,mixed_strategy,P4_mixed_strategy_qwen35_plus_seed42
different_model_different_prompt_family,qwen2.5-7b-instruct,mixed_strategy,P4_mixed_strategy_qwen25_7b_seed42,0.7999999999999999,557a0c8a62f6,deepseek-chat,same_definition,P4_same_definition_deepseek_chat_seed42
different_model_different_prompt_family,qwen2.5-7b-instruct,mixed_strategy,P4_mixed_strategy_qwen25_7b_seed42,0.3399999999999999,557a0c8a62f6,gemini-2.5-flash-lite,same_definition,P4_same_definition_gemini_flash_lite_seed42
different_model_different_prompt_family,qwen2.5-7b-instruct,mixed_strategy,P4_mixed_strategy_qwen25_7b_seed42,0.1399999999999999,557a0c8a62f6,gpt-4o-mini,same_definition,P4_same_definition_gpt4omini_seed42
same_model_different_prompt_family,qwen2.5-7b-instruct,mixed_strategy,P4_mixed_strategy_qwen25_7b_seed42,1.1102230246251565e-16,557a0c8a62f6,qwen2.5-7b-instruct,same_definition,P4_same_definition_qwen25_7b_seed42
different_model_different_prompt_family,qwen2.5-7b-instruct,mixed_strategy,P4_mixed_strategy_qwen25_7b_seed42,0.7399999999999999,557a0c8a62f6,qwen3.5-plus,same_definition,P4_same_definition_qwen35_plus_seed42
different_model_different_prompt_family,qwen2.5-7b-instruct,mixed_strategy,P4_mixed_strategy_qwen25_7b_seed42,0.19999999999999987,557a0c8a62f6,deepseek-chat,same_elimination,P4_same_elimination_deepseek_chat_seed42
different_model_different_prompt_family,qwen2.5-7b-instruct,mixed_strategy,P4_mixed_strategy_qwen25_7b_seed42,0.1399999999999999,557a0c8a62f6,gemini-2.5-flash-lite,same_elimination,P4_same_elimination_gemini_flash_lite_seed42
different_model_different_prompt_family,qwen2.5-7b-instruct,mixed_strategy,P4_mixed_strategy_qwen25_7b_seed42,1.1102230246251565e-16,557a0c8a62f6,gpt-4o-mini,same_elimination,P4_same_elimination_gpt4omini_seed42
same_model_different_prompt_family,qwen2.5-7b-instruct,mixed_strategy,P4_mixed_strategy_qwen25_7b_seed42,1.1102230246251565e-16,557a0c8a62f6,qwen2.5-7b-instruct,same_elimination,P4_same_elimination_qwen25_7b_seed42
different_model_different_prompt_family,qwen2.5-7b-instruct,mixed_strategy,P4_mixed_strategy_qwen25_7b_seed42,0.3999999999999999,557a0c8a62f6,qwen3.5-plus,same_elimination,P4_same_elimination_qwen35_plus_seed42
different_model_different_prompt_family,qwen3.5-plus,mixed_strategy,P4_mixed_strategy_qwen35_plus_seed42,0.52,557a0c8a62f6,deepseek-chat,same_definition,P4_same_definition_deepseek_chat_seed42
different_model_different_prompt_family,qwen3.5-plus,mixed_strategy,P4_mixed_strategy_qwen35_plus_seed42,0.2,557a0c8a62f6,gemini-2.5-flash-lite,same_definition,P4_same_definition_gemini_flash_lite_seed42
different_model_different_prompt_family,qwen3.5-plus,mixed_strategy,P4_mixed_strategy_qwen35_plus_seed42,0.14,557a0c8a62f6,gpt-4o-mini,same_definition,P4_same_definition_gpt4omini_seed42
different_model_different_prompt_family,qwen3.5-plus,mixed_strategy,P4_mixed_strategy_qwen35_plus_seed42,0.28,557a0c8a62f6,qwen2.5-7b-instruct,same_definition,P4_same_definition_qwen25_7b_seed42
same_model_different_prompt_family,qwen3.5-plus,mixed_strategy,P4_mixed_strategy_qwen35_plus_seed42,0.45999999999999996,557a0c8a62f6,qwen3.5-plus,same_definition,P4_same_definition_qwen35_plus_seed42
different_model_different_prompt_family,qwen3.5-plus,mixed_strategy,P4_mixed_strategy_qwen35_plus_seed42,0.28,557a0c8a62f6,deepseek-chat,same_elimination,P4_same_elimination_deepseek_chat_seed42
different_model_different_prompt_family,qwen3.5-plus,mixed_strategy,P4_mixed_strategy_qwen35_plus_seed42,0.14,557a0c8a62f6,gemini-2.5-flash-lite,same_elimination,P4_same_elimination_gemini_flash_lite_seed42
different_model_different_prompt_family,qwen3.5-plus,mixed_strategy,P4_mixed_strategy_qwen35_plus_seed42,0.28,557a0c8a62f6,gpt-4o-mini,same_elimination,P4_same_elimination_gpt4omini_seed42
different_model_different_prompt_family,qwen3.5-plus,mixed_strategy,P4_mixed_strategy_qwen35_plus_seed42,0.28,557a0c8a62f6,qwen2.5-7b-instruct,same_elimination,P4_same_elimination_qwen25_7b_seed42
same_model_different_prompt_family,qwen3.5-plus,mixed_strategy,P4_mixed_strategy_qwen35_plus_seed42,0.12000000000000002,557a0c8a62f6,qwen3.5-plus,same_elimination,P4_same_elimination_qwen35_plus_seed42
different_model_same_prompt_family,deepseek-chat,same_definition,P4_same_definition_deepseek_chat_seed42,0.45999999999999996,557a0c8a62f6,gemini-2.5-flash-lite,same_definition,P4_same_definition_gemini_flash_lite_seed42
different_model_same_prompt_family,deepseek-chat,same_definition,P4_same_definition_deepseek_chat_seed42,0.6599999999999999,557a0c8a62f6,gpt-4o-mini,same_definition,P4_same_definition_gpt4omini_seed42
different_model_same_prompt_family,deepseek-chat,same_definition,P4_same_definition_deepseek_chat_seed42,0.8,557a0c8a62f6,qwen2.5-7b-instruct,same_definition,P4_same_definition_qwen25_7b_seed42
different_model_same_prompt_family,deepseek-chat,same_definition,P4_same_definition_deepseek_chat_seed42,0.4,557a0c8a62f6,qwen3.5-plus,same_definition,P4_same_definition_qwen35_plus_seed42
same_model_different_prompt_family,deepseek-chat,same_definition,P4_same_definition_deepseek_chat_seed42,0.8,557a0c8a62f6,deepseek-chat,same_elimination,P4_same_elimination_deepseek_chat_seed42
different_model_different_prompt_family,deepseek-chat,same_definition,P4_same_definition_deepseek_chat_seed42,0.6599999999999999,557a0c8a62f6,gemini-2.5-flash-lite,same_elimination,P4_same_elimination_gemini_flash_lite_seed42
different_model_different_prompt_family,deepseek-chat,same_definition,P4_same_definition_deepseek_chat_seed42,0.8,557a0c8a62f6,gpt-4o-mini,same_elimination,P4_same_elimination_gpt4omini_seed42
different_model_different_prompt_family,deepseek-chat,same_definition,P4_same_definition_deepseek_chat_seed42,0.8,557a0c8a62f6,qwen2.5-7b-instruct,same_elimination,P4_same_elimination_qwen25_7b_seed42
different_model_different_prompt_family,deepseek-chat,same_definition,P4_same_definition_deepseek_chat_seed42,0.4,557a0c8a62f6,qwen3.5-plus,same_elimination,P4_same_elimination_qwen35_plus_seed42
different_model_same_prompt_family,gemini-2.5-flash-lite,same_definition,P4_same_definition_gemini_flash_lite_seed42,0.20000000000000004,557a0c8a62f6,gpt-4o-mini,same_definition,P4_same_definition_gpt4omini_seed42
different_model_same_prompt_family,gemini-2.5-flash-lite,same_definition,P4_same_definition_gemini_flash_lite_seed42,0.34,557a0c8a62f6,qwen2.5-7b-instruct,same_definition,P4_same_definition_qwen25_7b_seed42
different_model_same_prompt_family,gemini-2.5-flash-lite,same_definition,P4_same_definition_gemini_flash_lite_seed42,0.6,557a0c8a62f6,qwen3.5-plus,same_definition,P4_same_definition_qwen35_plus_seed42
different_model_different_prompt_family,gemini-2.5-flash-lite,same_definition,P4_same_definition_gemini_flash_lite_seed42,0.3400000000000001,557a0c8a62f6,deepseek-chat,same_elimination,P4_same_elimination_deepseek_chat_seed42
same_model_different_prompt_family,gemini-2.5-flash-lite,same_definition,P4_same_definition_gemini_flash_lite_seed42,0.20000000000000004,557a0c8a62f6,gemini-2.5-flash-lite,same_elimination,P4_same_elimination_gemini_flash_lite_seed42
different_model_different_prompt_family,gemini-2.5-flash-lite,same_definition,P4_same_definition_gemini_flash_lite_seed42,0.34,557a0c8a62f6,gpt-4o-mini,same_elimination,P4_same_elimination_gpt4omini_seed42
different_model_different_prompt_family,gemini-2.5-flash-lite,same_definition,P4_same_definition_gemini_flash_lite_seed42,0.34,557a0c8a62f6,qwen2.5-7b-instruct,same_elimination,P4_same_elimination_qwen25_7b_seed42
different_model_different_prompt_family,gemini-2.5-flash-lite,same_definition,P4_same_definition_gemini_flash_lite_seed42,0.26,557a0c8a62f6,qwen3.5-plus,same_elimination,P4_same_elimination_qwen35_plus_seed42
different_model_same_prompt_family,gpt-4o-mini,same_definition,P4_same_definition_gpt4omini_seed42,0.14,557a0c8a62f6,qwen2.5-7b-instruct,same_definition,P4_same_definition_qwen25_7b_seed42
different_model_same_prompt_family,gpt-4o-mini,same_definition,P4_same_definition_gpt4omini_seed42,0.6,557a0c8a62f6,qwen3.5-plus,same_definition,P4_same_definition_qwen35_plus_seed42
different_model_different_prompt_family,gpt-4o-mini,same_definition,P4_same_definition_gpt4omini_seed42,0.19999999999999996,557a0c8a62f6,deepseek-chat,same_elimination,P4_same_elimination_deepseek_chat_seed42
different_model_different_prompt_family,gpt-4o-mini,same_definition,P4_same_definition_gpt4omini_seed42,0.0,557a0c8a62f6,gemini-2.5-flash-lite,same_elimination,P4_same_elimination_gemini_flash_lite_seed42
same_model_different_prompt_family,gpt-4o-mini,same_definition,P4_same_definition_gpt4omini_seed42,0.14,557a0c8a62f6,gpt-4o-mini,same_elimination,P4_same_elimination_gpt4omini_seed42
different_model_different_prompt_family,gpt-4o-mini,same_definition,P4_same_definition_gpt4omini_seed42,0.14,557a0c8a62f6,qwen2.5-7b-instruct,same_elimination,P4_same_elimination_qwen25_7b_seed42
different_model_different_prompt_family,gpt-4o-mini,same_definition,P4_same_definition_gpt4omini_seed42,0.26,557a0c8a62f6,qwen3.5-plus,same_elimination,P4_same_elimination_qwen35_plus_seed42
different_model_same_prompt_family,qwen2.5-7b-instruct,same_definition,P4_same_definition_qwen25_7b_seed42,0.74,557a0c8a62f6,qwen3.5-plus,same_definition,P4_same_definition_qwen35_plus_seed42
different_model_different_prompt_family,qwen2.5-7b-instruct,same_definition,P4_same_definition_qwen25_7b_seed42,0.19999999999999998,557a0c8a62f6,deepseek-chat,same_elimination,P4_same_elimination_deepseek_chat_seed42
different_model_different_prompt_family,qwen2.5-7b-instruct,same_definition,P4_same_definition_qwen25_7b_seed42,0.14,557a0c8a62f6,gemini-2.5-flash-lite,same_elimination,P4_same_elimination_gemini_flash_lite_seed42
different_model_different_prompt_family,qwen2.5-7b-instruct,same_definition,P4_same_definition_qwen25_7b_seed42,0.0,557a0c8a62f6,gpt-4o-mini,same_elimination,P4_same_elimination_gpt4omini_seed42
same_model_different_prompt_family,qwen2.5-7b-instruct,same_definition,P4_same_definition_qwen25_7b_seed42,0.0,557a0c8a62f6,qwen2.5-7b-instruct,same_elimination,P4_same_elimination_qwen25_7b_seed42
different_model_different_prompt_family,qwen2.5-7b-instruct,same_definition,P4_same_definition_qwen25_7b_seed42,0.4,557a0c8a62f6,qwen3.5-plus,same_elimination,P4_same_elimination_qwen35_plus_seed42
different_model_different_prompt_family,qwen3.5-plus,same_definition,P4_same_definition_qwen35_plus_seed42,0.74,557a0c8a62f6,deepseek-chat,same_elimination,P4_same_elimination_deepseek_chat_seed42
different_model_different_prompt_family,qwen3.5-plus,same_definition,P4_same_definition_qwen35_plus_seed42,0.6,557a0c8a62f6,gemini-2.5-flash-lite,same_elimination,P4_same_elimination_gemini_flash_lite_seed42
different_model_different_prompt_family,qwen3.5-plus,same_definition,P4_same_definition_qwen35_plus_seed42,0.74,557a0c8a62f6,gpt-4o-mini,same_elimination,P4_same_elimination_gpt4omini_seed42
different_model_different_prompt_family,qwen3.5-plus,same_definition,P4_same_definition_qwen35_plus_seed42,0.74,557a0c8a62f6,qwen2.5-7b-instruct,same_elimination,P4_same_elimination_qwen25_7b_seed42
same_model_different_prompt_family,qwen3.5-plus,same_definition,P4_same_definition_qwen35_plus_seed42,0.33999999999999997,557a0c8a62f6,qwen3.5-plus,same_elimination,P4_same_elimination_qwen35_plus_seed42
different_model_same_prompt_family,deepseek-chat,same_elimination,P4_same_elimination_deepseek_chat_seed42,0.19999999999999996,557a0c8a62f6,gemini-2.5-flash-lite,same_elimination,P4_same_elimination_gemini_flash_lite_seed42
different_model_same_prompt_family,deepseek-chat,same_elimination,P4_same_elimination_deepseek_chat_seed42,0.19999999999999998,557a0c8a62f6,gpt-4o-mini,same_elimination,P4_same_elimination_gpt4omini_seed42
different_model_same_prompt_family,deepseek-chat,same_elimination,P4_same_elimination_deepseek_chat_seed42,0.19999999999999998,557a0c8a62f6,qwen2.5-7b-instruct,same_elimination,P4_same_elimination_qwen25_7b_seed42
different_model_same_prompt_family,deepseek-chat,same_elimination,P4_same_elimination_deepseek_chat_seed42,0.4,557a0c8a62f6,qwen3.5-plus,same_elimination,P4_same_elimination_qwen35_plus_seed42
different_model_same_prompt_family,gemini-2.5-flash-lite,same_elimination,P4_same_elimination_gemini_flash_lite_seed42,0.14,557a0c8a62f6,gpt-4o-mini,same_elimination,P4_same_elimination_gpt4omini_seed42
different_model_same_prompt_family,gemini-2.5-flash-lite,same_elimination,P4_same_elimination_gemini_flash_lite_seed42,0.14,557a0c8a62f6,qwen2.5-7b-instruct,same_elimination,P4_same_elimination_qwen25_7b_seed42
different_model_same_prompt_family,gemini-2.5-flash-lite,same_elimination,P4_same_elimination_gemini_flash_lite_seed42,0.26,557a0c8a62f6,qwen3.5-plus,same_elimination,P4_same_elimination_qwen35_plus_seed42
different_model_same_prompt_family,gpt-4o-mini,same_elimination,P4_same_elimination_gpt4omini_seed42,0.0,557a0c8a62f6,qwen2.5-7b-instruct,same_elimination,P4_same_elimination_qwen25_7b_seed42
different_model_same_prompt_family,gpt-4o-mini,same_elimination,P4_same_elimination_gpt4omini_seed42,0.4,557a0c8a62f6,qwen3.5-plus,same_elimination,P4_same_elimination_qwen35_plus_seed42
different_model_same_prompt_family,qwen2.5-7b-instruct,same_elimination,P4_same_elimination_qwen25_7b_seed42,0.4,557a0c8a62f6,qwen3.5-plus,same_elimination,P4_same_elimination_qwen35_plus_seed42
different_model_same_prompt,gpt-4o-mini,same_prompt,P4_same_prompt_gpt4omini_seed42,0.7399999999999999,557a0c8a62f6,qwen3.5-plus,same_prompt,P4_same_prompt_qwen35_plus_seed42
different_model_same_prompt_family,deepseek-chat,mixed_strategy,P4_mixed_strategy_deepseek_chat_seed42,0.19999999999999984,2e76aaa7f5bf,gemini-2.5-flash-lite,mixed_strategy,P4_mixed_strategy_gemini_flash_lite_seed42
different_model_same_prompt_family,deepseek-chat,mixed_strategy,P4_mixed_strategy_deepseek_chat_seed42,0.0,2e76aaa7f5bf,gpt-4o-mini,mixed_strategy,P4_mixed_strategy_gpt4omini_seed42
different_model_same_prompt_family,deepseek-chat,mixed_strategy,P4_mixed_strategy_deepseek_chat_seed42,0.19999999999999998,2e76aaa7f5bf,qwen2.5-7b-instruct,mixed_strategy,P4_mixed_strategy_qwen25_7b_seed42
different_model_same_prompt_family,deepseek-chat,mixed_strategy,P4_mixed_strategy_deepseek_chat_seed42,0.19999999999999998,2e76aaa7f5bf,qwen3.5-plus,mixed_strategy,P4_mixed_strategy_qwen35_plus_seed42
same_model_different_prompt_family,deepseek-chat,mixed_strategy,P4_mixed_strategy_deepseek_chat_seed42,0.20000000000000004,2e76aaa7f5bf,deepseek-chat,same_definition,P4_same_definition_deepseek_chat_seed42
different_model_different_prompt_family,deepseek-chat,mixed_strategy,P4_mixed_strategy_deepseek_chat_seed42,0.20000000000000007,2e76aaa7f5bf,gemini-2.5-flash-lite,same_definition,P4_same_definition_gemini_flash_lite_seed42
different_model_different_prompt_family,deepseek-chat,mixed_strategy,P4_mixed_strategy_deepseek_chat_seed42,0.19999999999999998,2e76aaa7f5bf,gpt-4o-mini,same_definition,P4_same_definition_gpt4omini_seed42
different_model_different_prompt_family,deepseek-chat,mixed_strategy,P4_mixed_strategy_deepseek_chat_seed42,0.19999999999999998,2e76aaa7f5bf,qwen2.5-7b-instruct,same_definition,P4_same_definition_qwen25_7b_seed42
