trace_key,source_run,question_hash,agent_id,original_primary_family,original_secondary_family,primary_agreement,secondary_agreement,pair_agreement,major_agreement,mean_confidence,repeats,primary_labels,secondary_labels
P4_mixed_strategy_gpt4omini_seed42::6e81d90019ee::2::180,P4_mixed_strategy_gpt4omini_seed42,6e81d90019ee,2,concept_definition_match,concept_definition_match,1.0,1.0,1.0,1.0,0.85,3,concept_definition_match;concept_definition_match;concept_definition_match,concept_definition_match;concept_definition_match;concept_definition_match
P4_same_elimination_gpt4omini_seed42::3ad581d1f287::0::181,P4_same_elimination_gpt4omini_seed42,3ad581d1f287,0,rule_or_principle_application,option_contrast,1.0,1.0,1.0,1.0,0.85,3,rule_or_principle_application;rule_or_principle_application;rule_or_principle_application,option_contrast;option_contrast;option_contrast
P4_same_elimination_qwen25_7b_seed42::02c5f132bd5c::3::182,P4_same_elimination_qwen25_7b_seed42,02c5f132bd5c,3,equation_solving,direct_computation,1.0,1.0,1.0,1.0,0.85,3,equation_solving;equation_solving;equation_solving,direct_computation;direct_computation;direct_computation
P4_same_elimination_gpt4omini_seed42::a8ec159ddb55::0::183,P4_same_elimination_gpt4omini_seed42,a8ec159ddb55,0,constraint_propagation,constraint_propagation,1.0,1.0,1.0,1.0,0.85,3,case_analysis;case_analysis;case_analysis,case_analysis;case_analysis;case_analysis
P4_mixed_strategy_qwen25_7b_seed42::357d47ca3045::0::184,P4_mixed_strategy_qwen25_7b_seed42,357d47ca3045,0,option_contrast,option_contradiction_check,1.0,0.6666666666666666,0.6666666666666666,1.0,0.85,3,option_contrast;option_contrast;option_contrast,option_contrast;distractor_elimination;distractor_elimination
P4_same_elimination_gpt4omini_seed42::710756be0535::4::185,P4_same_elimination_gpt4omini_seed42,710756be0535,4,option_contrast,distractor_elimination,1.0,0.6666666666666666,0.6666666666666666,1.0,0.85,3,option_contrast;option_contrast;option_contrast,case_analysis;distractor_elimination;distractor_elimination
P4_mixed_strategy_gemini_flash_lite_seed42::e318897b7120::2::186,P4_mixed_strategy_gemini_flash_lite_seed42,e318897b7120,2,option_contrast,option_contrast,1.0,1.0,1.0,1.0,0.85,3,option_contrast;option_contrast;option_contrast,distractor_elimination;distractor_elimination;distractor_elimination
P4_same_elimination_gemini_flash_lite_seed42::2e1a38ef5c8d::0::187,P4_same_elimination_gemini_flash_lite_seed42,2e1a38ef5c8d,0,causal_mechanism_reasoning,option_contrast,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.85,3,causal_mechanism_reasoning;constraint_propagation;causal_mechanism_reasoning,causal_mechanism_reasoning;constraint_propagation;option_contrast
P4_mixed_strategy_gemini_flash_lite_seed42::66cb33382134::0::188,P4_mixed_strategy_gemini_flash_lite_seed42,66cb33382134,0,algebraic_derivation,equation_solving,1.0,1.0,1.0,1.0,0.85,3,algebraic_derivation;algebraic_derivation;algebraic_derivation,equation_solving;equation_solving;equation_solving
P4_same_elimination_gemini_flash_lite_seed42::2985ffe3f94f::2::189,P4_same_elimination_gemini_flash_lite_seed42,2985ffe3f94f,2,option_contrast,option_contrast,1.0,1.0,1.0,1.0,0.85,3,option_contrast;option_contrast;option_contrast,option_contrast;option_contrast;option_contrast
P4_mixed_strategy_gpt4omini_seed42::f4f8b1d07bd4::0::190,P4_mixed_strategy_gpt4omini_seed42,f4f8b1d07bd4,0,option_contrast,distractor_elimination,1.0,1.0,1.0,1.0,0.85,3,option_contrast;option_contrast;option_contrast,distractor_elimination;distractor_elimination;distractor_elimination
P4_same_elimination_qwen25_7b_seed42::aea67609c697::3::191,P4_same_elimination_qwen25_7b_seed42,aea67609c697,3,symbolic_formulation,equation_solving,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.85,3,concept_definition_match;concept_definition_match;symbolic_formulation,option_contrast;option_contrast;equation_solving
P4_same_elimination_qwen25_7b_seed42::d448d01be0a9::0::192,P4_same_elimination_qwen25_7b_seed42,d448d01be0a9,0,answer_to_stem_backward_check,answer_to_stem_backward_check,1.0,1.0,1.0,1.0,0.85,3,answer_to_stem_backward_check;answer_to_stem_backward_check;answer_to_stem_backward_check,answer_to_stem_backward_check;answer_to_stem_backward_check;answer_to_stem_backward_check
P4_mixed_strategy_deepseek_chat_seed42::1f4ede31a771::2::193,P4_mixed_strategy_deepseek_chat_seed42,1f4ede31a771,2,option_contrast,option_contrast,1.0,1.0,1.0,1.0,0.85,3,option_contrast;option_contrast;option_contrast,option_contrast;option_contrast;option_contrast
P4_same_elimination_deepseek_chat_seed42::2ff0314a4b2b::3::194,P4_same_elimination_deepseek_chat_seed42,2ff0314a4b2b,3,option_contrast,distractor_elimination,1.0,0.6666666666666666,0.6666666666666666,1.0,0.85,3,option_contrast;option_contrast;option_contrast,option_contrast;distractor_elimination;distractor_elimination
P4_mixed_strategy_gemini_flash_lite_seed42::0d434c2f3f4e::1::195,P4_mixed_strategy_gemini_flash_lite_seed42,0d434c2f3f4e,1,algebraic_derivation,equation_solving,1.0,1.0,1.0,1.0,0.85,3,algebraic_derivation;algebraic_derivation;algebraic_derivation,equation_solving;equation_solving;equation_solving
P4_same_elimination_deepseek_chat_seed42::6850325f2eed::3::196,P4_same_elimination_deepseek_chat_seed42,6850325f2eed,3,case_analysis,case_analysis,1.0,1.0,1.0,1.0,0.85,3,case_analysis;case_analysis;case_analysis,case_analysis;case_analysis;case_analysis
P4_mixed_strategy_qwen25_7b_seed42::a8ec159ddb55::0::197,P4_mixed_strategy_qwen25_7b_seed42,a8ec159ddb55,0,case_analysis,case_analysis,1.0,1.0,1.0,1.0,0.85,3,case_analysis;case_analysis;case_analysis,case_analysis;case_analysis;case_analysis
P4_mixed_strategy_gemini_flash_lite_seed42::744ba5fc0ece::4::198,P4_mixed_strategy_gemini_flash_lite_seed42,744ba5fc0ece,4,decomposition,decomposition,1.0,1.0,1.0,1.0,0.85,3,decomposition;decomposition;decomposition,decomposition;decomposition;decomposition
P4_mixed_strategy_qwen25_7b_seed42::2985ffe3f94f::4::199,P4_mixed_strategy_qwen25_7b_seed42,2985ffe3f94f,4,decomposition,decomposition,1.0,1.0,1.0,1.0,0.85,3,decomposition;decomposition;decomposition,decomposition;decomposition;decomposition
